Created on 08-12-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT
2020-01-03,BTCUSDT,6965.71,7405,6871.04,7344.96,61732.73,446708892.15
2020-01-02,BTCUSDT,7200.85,7212.5,6924.74,6965.71,28711.23,203113593.58
2020-01-01,BTCUSDT,7195.23,7255,7175.15,7200.85,15863.73,114510187.0
2019-12-31,BTCUSDT,7246,7320,7145.01,7195.23,24256.85,175254678.7
2019-12-30,BTCUSDT,7388.24,7408.24,7220,7246,27565.74,201597036.76
2019-12-29,BTCUSDT,7316.14,7528.45,7288,7388.24,29020.09,214230169.76
2019-12-28,BTCUSDT,7254.74,7365.01,7238.67,7316.14,25071.48,183325442.74
2019-12-27,BTCUSDT,7202,7275.86,7076.42,7254.74,30768.07,221540289.14
2019-12-26,BTCUSDT,7204.63,7435,7157.12,7202,33167.16,240801175.78
2019-12-25,BTCUSDT,7255.77,7271.77,7128.86,7204.63,25457.83,183604082.8
2019-12-24,BTCUSDT,7317.09,7436.68,7157.04,7255.77,39505.57,288361632.68
2019-12-23,BTCUSDT,7501.44,7695.38,7265.84,7317.09,60987.27,457728969.94
2019-12-22,BTCUSDT,7132.75,7518.54,7122.47,7501.44,35292.5,257466562.27
2019-12-21,BTCUSDT,7187.83,7190.58,7105,7132.75,18190.18,129946909.27
2019-12-20,BTCUSDT,7150.3,7220,7079.5,7187.83,29759.82,212871398.4
2019-12-19,BTCUSDT,7277.83,7380,7038.31,7150.3,50624.1,362421773.68
2019-12-18,BTCUSDT,6623.82,7440,6435,7277.83,85595.89,585228255.75
2019-12-17,BTCUSDT,6891.72,6942.21,6560,6623.82,48961.97,331013406.25
2019-12-16,BTCUSDT,7118.59,7150,6836,6891.72,39497.8,276979882.66
2019-12-15,BTCUSDT,7064.05,7200.3,7008.35,7118.59,24422.47,173388488.78
2019-12-14,BTCUSDT,7258.48,7271.77,7012,7064.05,27222.69,194322690.01
2019-12-13,BTCUSDT,7198.08,7309.05,7190.76,7258.48,25590.86,185220243.76
2019-12-12,BTCUSDT,7210,7295,7080.3,7198.08,38744.76,278210360.99
2019-12-11,BTCUSDT,7224.13,7275.5,7125.66,7210,27874.05,201092209.89
2019-12-10,BTCUSDT,7338.64,7407.6,7157.1,7224.13,45187.19,330005517.27
2019-12-09,BTCUSDT,7510.11,7650,7273,7338.64,42385.3,315932460.71
2019-12-08,BTCUSDT,7488.21,7564,7374.86,7510.11,27712.74,207276549.69
2019-12-07,BTCUSDT,7527.47,7619.62,7470.16,7488.21,29505.47,221999827.13
2019-12-06,BTCUSDT,7389,7590.03,7305,7527.47,44263.35,327777514.6
2019-12-05,BTCUSDT,7194.32,7485,7150,7389,54542.99,399811623.8
2019-12-04,BTCUSDT,7292.71,7750,7067,7194.32,75289.06,550966803.51
2019-12-03,BTCUSDT,7294.28,7400,7241.35,7292.71,30874.84,225746865.26
2019-12-02,BTCUSDT,7390.89,7420.56,7151.1,7294.28,42953.43,313290088.2
2019-12-01,BTCUSDT,7541.89,7541.89,7210,7390.89,55963.07,411216078.92
2019-11-30,BTCUSDT,7739.68,7810,7441,7541.89,43649.46,333265298.06
2019-11-29,BTCUSDT,7419.49,7850,7362.3,7739.68,55883.83,425900041.87
2019-11-28,BTCUSDT,7508.52,7643,7360,7419.49,52819.31,396692520.97
2019-11-27,BTCUSDT,7156.14,7655,6840,7508.52,83809.93,608828576.23
2019-11-26,BTCUSDT,7109.57,7340,7017.48,7156.14,60968.73,435622913.46
2019-11-25,BTCUSDT,6903.28,7377.69,6515,7109.57,108525.89,754412574.28
2019-11-24,BTCUSDT,7311.57,7330.39,6861,6903.28,62299.87,442318585.4
2019-11-23,BTCUSDT,7268.23,7344.48,7080.01,7311.57,47009.84,339596066.07
2019-11-22,BTCUSDT,7627.74,7750,6790,7268.23,112866.99,818575809.34
2019-11-21,BTCUSDT,8098.01,8134.73,7500,7627.74,53008.6,413133154.79
2019-11-20,BTCUSDT,8133.64,8264.29,8038.4,8098.01,30269.17,245542079.62
2019-11-19,BTCUSDT,8187.17,8218.63,8003,8133.64,40268.68,326811716.57
2019-11-18,BTCUSDT,8502.4,8503.52,8060,8187.17,39467.55,329185066.72
2019-11-17,BTCUSDT,8491.02,8635,8350.68,8502.4,24922.3,212250256.83
2019-11-16,BTCUSDT,8471.73,8543,8400,8491.02,19627.54,166423651.49
2019-11-15,BTCUSDT,8646.68,8790,8400,8471.73,42189.03,361320610.31
2019-11-14,BTCUSDT,8777.12,8800,8582.6,8646.68,30941.25,268210060.81
2019-11-13,BTCUSDT,8821.94,8844.99,8702,8777.12,25115.33,220199619.87
2019-11-12,BTCUSDT,8733.27,8888,8567.6,8821.94,37072.73,323934400.67
2019-11-11,BTCUSDT,9039.47,9072.32,8618.68,8733.27,41436.65,364270120.35
2019-11-10,BTCUSDT,8809.41,9147.19,8750,9039.47,31595.96,282028213.04
2019-11-09,BTCUSDT,8773.73,8880,8724.88,8809.41,27538.74,242717611.13
2019-11-08,BTCUSDT,9216.2,9261,8696,8773.73,56517.43,505609298.36
2019-11-07,BTCUSDT,9339.05,9375,9101,9216.2,28015.56,258787229.58
2019-11-06,BTCUSDT,9308.66,9440.91,9250.01,9339.05,34728.86,324254783.43
2019-11-05,BTCUSDT,9393.35,9454.95,9175.76,9308.66,42441.58,395605737.7
2019-11-04,BTCUSDT,9194.71,9513.68,9115.84,9393.35,42370.15,393950088.13
2019-11-03,BTCUSDT,9289.52,9362.57,9066.14,9194.71,25927.76,238575220.35
2019-11-02,BTCUSDT,9231.61,9373.74,9186.21,9289.52,26942.52,249752424.18
2019-11-01,BTCUSDT,9140.85,9279,9030,9231.61,40389.64,369467414.56
2019-10-31,BTCUSDT,9154.72,9405,8913,9140.85,49351.8,452162782.34
2019-10-30,BTCUSDT,9407.62,9409.84,9001.01,9154.72,50546.99,463555705.32
2019-10-29,BTCUSDT,9205.14,9550,9072,9407.62,58413.16,546851683.09
2019-10-28,BTCUSDT,9529.93,9902.1,9160,9205.14,72463.52,686169012.54
2019-10-27,BTCUSDT,9230,9794.98,9074.34,9529.93,85188.44,805559741.52
2019-10-26,BTCUSDT,8655.02,10060.21,8470.38,9230,94762.42,870703558.45
2019-10-25,BTCUSDT,7412.41,8706.07,7361,8655.02,64574.69,516465760.5
2019-10-24,BTCUSDT,7466.62,7503.68,7337.99,7412.41,30453.61,226438628.49
2019-10-23,BTCUSDT,8020,8047.59,7300,7466.62,57616.2,440228028.51
2019-10-22,BTCUSDT,8197.27,8297.99,8000,8020,32201.47,263517970.8
2019-10-21,BTCUSDT,8223.35,8333,8142.03,8197.27,28093.0,230762589.76
2019-10-20,BTCUSDT,7948.01,8297,7870,8223.35,31537.66,253740748.44
2019-10-19,BTCUSDT,7947.01,8098.1,7866.92,7948.01,24740.87,196888320.21
2019-10-18,BTCUSDT,8070.58,8115,7816.01,7947.01,28525.23,226487425.77
2019-10-17,BTCUSDT,7991.74,8124.92,7929.03,8070.58,27658.8,222282154.62
2019-10-16,BTCUSDT,8159.29,8181.16,7917,7991.74,31904.36,256827673.47
2019-10-15,BTCUSDT,8348.2,8403,8090,8159.29,30284.28,250195564.39
2019-10-14,BTCUSDT,8275.01,8388.85,8203,8348.2,27678.74,229828173.22
2019-10-13,BTCUSDT,8300.09,8451.37,8160,8275.01,25627.0,213726841.07
2019-10-12,BTCUSDT,8258.5,8400,8250,8300.09,20013.51,166663251.36
2019-10-11,BTCUSDT,8558.03,8779.51,8212.38,8258.5,45745.61,385175739.8
2019-10-10,BTCUSDT,8560.74,8644,8414.52,8558.03,36145.28,308412477.83
2019-10-09,BTCUSDT,8168.39,8670,8115,8560.74,50082.36,421071103.04
2019-10-08,BTCUSDT,8190.09,8325,8088.75,8168.39,32771.99,268701596.43
2019-10-07,BTCUSDT,7854.25,8299.92,7762,8190.09,47887.48,386089591.7
2019-10-06,BTCUSDT,8126.19,8153.87,7785,7854.25,31757.23,252282864.97
